Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 05, Baltimore, Maryland",05-RC-016385,"Land O Sun Dairy",Closed,11/09/2009,01/13/2010,"Certific. of Representative",Richmond,VA,A,"Single Labor Organization",Initial,12/17/2009,9,,"BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION LOCAL 358",8,,,,,,8,N,,N,"BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION LOCAL 358","All full-time and regular part-time blowmold operators employed by the Employer at its Richmond, Virginia facility, but excluding all filler operators, relief operators, pasteurizer operators, pasteurizer relief operators, crate room operators, forkl",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-012710,"First Student, Inc.",Closed,11/18/2009,12/30/2009,"Certific. of Representative",Pittsburgh,PA,A,"Single Labor Organization",Initial,12/17/2009,3,,"GENERAL TEAMSTERS, CHAUFFEURS AND HELPERS, LOCAL NO. 249 A/W INTERNATIONAL BROTHERHOOD OF TEASMTERS",3,,,,,,3,N,,N,"GENERAL TEAMSTERS, CHAUFFEURS AND HELPERS, LOCAL NO. 249 A/W INTERNATIONAL BROTHERHOOD OF TEASMTERS","All full-time and regular part-time mechanics employed by the Employer at its Three Rivers, Pittsburgh, Pennsylvania, facility; excluding all office clerical employees, the technician in charge/shop manager, drivers, monitors, dispatchers, and guards",,,
"Region 08, Cleveland, Ohio",08-RC-017008,"Physicians & Surgeons Ambulance Service, Inc. dba American Medical Response",Closed,10/08/2009,11/30/2010,"Certific. of Representative",Akron,OH,A,"Single Labor Organization",Rerun,12/17/2009,41,,"TEAMSTERS LOCAL 507 A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS",19,,,,,17,36,N,,N,"TEAMSTERS LOCAL 507 A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS","All full-time and regular part-time wheelchair, EMT basic, EMT intermediate, and EMT paramedics, employed at the employer's facilities located at Cleveland East 26309 Miles Road Suite 6, Warrensville Heights, Ohio 44128 and Cleveland West 13929 West",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-012708,"Wheeling Island Gaming, Inc.",Closed,11/06/2009,12/31/2009,"Certification of Results",Wheeling,WV,A,"Single Labor Organization",Initial,12/17/2009,10,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL UNION 141, AFL-CIO",4,,,,,6,10,N,,N,,"All full-time and regular part-time slot technicians and bench technicians employed by the Employer at its Wheeling, West Virginia, facility

Office clerical employees, slot technicians supervisors and guards, professional employees and other super",,,
"Region 18, Minneapolis, Minnesota",18-RC-017666,"The Evangelical Lutheran Good Samaritan Society d/b/a Good Samaritan Society - Comforcare",Closed,11/09/2009,12/24/2009,"Certific. of Representative",Austin,MN,B,"Single Labor Organization",Initial,12/17/2009,12,,"UNITED STEELWORKERS LOCAL 11-00578",8,,,,,3,11,N,,N,"UNITED STEELWORKERS LOCAL 11-00578","Professional Unit (Unit A):  All full-time and regular part-time direct care registered nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial employees, guard","Non-Professional Unit (Unit B):  All full-time and regular part-time direct care licensed practical nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial empl","Non-Professional Unit (Unit B):  All full-time and regular part-time direct care licensed practical nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial empl","Non-Professional Unit (Unit B):  All full-time and regular part-time direct care licensed practical nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial empl"
"Region 18, Minneapolis, Minnesota",18-RC-017666,"The Evangelical Lutheran Good Samaritan Society d/b/a Good Samaritan Society - Comforcare",Closed,11/09/2009,12/24/2009,"Certific. of Representative",Austin,MN,A,"Single Labor Organization",Initial,12/17/2009,6,,"UNITED STEELWORKERS LOCAL 11-00578",,,,,,,6,N,,N,inclusion,"Professional Unit (Unit A):  All full-time and regular part-time direct care registered nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial employees, guard","Non-Professional Unit (Unit B):  All full-time and regular part-time direct care licensed practical nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial empl","Non-Professional Unit (Unit B):  All full-time and regular part-time direct care licensed practical nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial empl","Non-Professional Unit (Unit B):  All full-time and regular part-time direct care licensed practical nurses employed by the Employer at its Austin, Minnesota facility; excluding on-call nurses, MDS Coordinators, Admission Coordinators, managerial empl"
"Region 14, Saint Louis, Missouri",17-RC-012640,"Safety & Security Services, Inc.",Closed,10/05/2009,12/30/2009,"Certific. of Representative","Oklahoma City",OK,A,"Two Labor Organizations",Initial,12/17/2009,61,,"SPFPA INTERNATIONAL HEADQUARTERS",23,"UGSOA LOCAL 243",,,,,23,N,1,N,"SPFPA INTERNATIONAL HEADQUARTERS","Including All full-time, regular part-time and reserve employees in the classifications of Loss Prevention Specialists, Security Guards and Lead Guards employed by the Employer at the Mike Monroney Aeronautical Center located at 6500 S. MacArthur Blv",,,
"Region 22, Newark, New Jersey",22-RC-013062,Sodexho,Closed,11/16/2009,12/29/2009,"Certific. of Representative",Caldwell,NJ,A,"Single Labor Organization",Initial,12/17/2009,19,,"UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 464A",9,,,,,7,16,N,1,N,"UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 464A","Included Cooks, prepcooks, lineservers, grill cooks, dishwashers, coffee bar attendants, cashiers, chefs, and utility.
Excluded supervisors, managers, clericals, and guards.",,,
"Region 01, Boston, Massachusetts",34-RC-002353,"First Student, Inc.",Closed,11/18/2009,12/29/2009,"Certific. of Representative",Stamford,CT,A,"Single Labor Organization",Initial,12/17/2009,21,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 191",18,,,,,,18,N,,N,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 191","All full-time and regular part-time school bus monitors employed by the Employer at its Stamford, Connecticut facility; but excluding all school bus drivers and other employees, and guards, professional employees and supervisors as defined in the Act",,,
"Region 32, Oakland, California",32-RD-001585,"Silva Sausage Co.",Closed,11/20/2009,01/04/2010,"Certification of Results","San Jose",CA,A,"Single Labor Organization",Initial,12/17/2009,35,1,"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 5",13,,,,,21,35,N,,N,,"All full-time and regular part-time production, drivers, and maintenance employees, including delivery employees and apprentices, employed by the Employer at, or out of, its San Jose, California facility; excluding all managerial and administrative e",,,
"Region 25, Indianapolis, Indiana",33-RC-005139,"Republic Services, Inc. d/b/a Allied Waste Services of Ottawa",Closed,11/06/2009,01/27/2010,"Certific. of Representative",Ottawa,IL,A,"Single Labor Organization",Initial,12/17/2009,8,,"GENERAL TEAMSTERS LOCAL NO. 179",4,,,,,3,7,N,1,Y,,"All full-time and regular part-time drivers and mechanics employed by the Employer at its Ottawa, Illinois facility; but excluding all office clerical employees, professional employees, scale operators, landfill employees, guards and supervisors as d",,,
"Region 03, Buffalo, New York",03-RD-001574,"First Student",Closed,11/19/2009,12/24/2009,"Certific. of Representative",Buffalo,NY,A,"Single Labor Organization",Initial,12/16/2009,131,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 449",85,,,,,19,104,N,,N,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 449","Included:  All regular bus drivers, regular van drivers, attendants, casual drivers, maintenance, mechanics and service helpers employed by the Employer at its 909 Bailey Avenue, Buffalo, New York facility. 

Excluded:    All office, clerical emplo",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021606,"Coolersmart USA",Closed,10/29/2009,12/28/2009,"Certification of Results","New Castle",DE,A,"Single Labor Organization",Initial,12/16/2009,29,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS DISTRICT LODGE 1, AFL-CIO",9,,,,,16,25,N,4,N,,"INCLUDED:  All full-time and regular part-time technicians, filter change technicians, service technicians, lead technicians, refurbishment technicians, coffee route drivers, warehouse employees, dispatchers, and data entry clerks employed by the Emp",,,
"Region 07, Detroit, Michigan",07-RC-023315,"SEIU Healthcare Michigan",Closed,11/10/2009,12/24/2009,"Certific. of Representative",Detroit,MI,A,"Two Labor Organizations",Initial,12/16/2009,36,,"BROTHERHOOD OF UNION SUPPORT STAFF (BUSS)",7,"UNION OF UNION STAFF",,,,4,29,N,6,N,"UNION OF UNION STAFF","All full-time and regular part-time organizers, lead organizers, coordinators, member representatives, member satisfaction representatives, canvassers, homecare organizers, paralegals, grievance administrators, research analysts, communication specia",,,
"Region 13, Chicago, Illinois",13-RC-021877,"RichLee Van, Inc. (Arlington Heights)",Closed,10/13/2009,12/29/2009,"Certific. of Representative","Arlington Heights",IL,A,"Single Labor Organization",Rerun,12/16/2009,78,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 777",38,,,,,26,64,N,10,N,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 777","All full-time and regular part-time bus drivers and attendants employed by the Employer at its facility currently located at 1910 South Busse Road, Arlington Heights, Illinois; excluding all other employees, dispatchers, mechanics/technicians, and gu",,,
"Region 27, Denver, Colorado",27-RC-008578,"Winco Foods",Closed,11/10/2009,12/28/2009,"Certification of Results",Boise,ID,A,"Single Labor Organization",Initial,12/16/2009,198,,"TEAMSTERS LOCAL 483",83,,,,,87,170,N,,N,,"Included:  All full-time and regular part-time warehousemen and drivers employed by the Employer out of its facility presently located at 2390 E. Freight Street, Boise, Idaho

Excluded:  All other employees, office clerical employees, professional",,,
"Region 01, Boston, Massachusetts",34-RC-002314,"Rockville General Hsopital",Closed,04/02/2009,12/24/2009,"Certific. of Representative",Manchester,CT,A,"Single Labor Organization",Rerun,12/16/2009,91,,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO, CLC",50,,,,,39,89,N,,N,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO, CLC","All full-time Registered Nurses (RNs) and other RNs, whether part-time or per diem, who regularly work 16 hours or more per week, including non-supervisory Charge Nurses, employed by the Employer at its Vernon, Connecticut facility; but excluding all",,,
"Region 01, Boston, Massachusetts",34-RC-002354,"First Student, Inc.",Closed,11/18/2009,12/24/2009,"Certific. of Representative",Bridgeport,CT,A,"Single Labor Organization",Initial,12/16/2009,29,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 191",16,,,,,,16,N,,N,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 191","All full-time and regular part-time school bus monitors employed by the Employer at its Bridgeport, Connecticut facility; but excluding all school bus drivers and other employees, and guards, professional employees and supervisors as defined in the A",,,
"Region 02, New York, New York",02-RC-023427,ARS,Closed,11/03/2009,12/23/2009,"Certification of Results","Mount Kisco",NY,A,"Single Labor Organization",Initial,12/15/2009,15,,"UNITED FOOD & COMMERCIAL WORKERS LOCAL 888",1,,,,,12,13,N,2,N,,"INCLUDED:    All full time and regular part-time installers and shop workers employed at 136 Radio Circle Line, Mt Kisco, NY.

EXCLUDED:    All other employees, office clerical employees, guards, professional employees and supervisors as 
defined",,,
"Region 12, Tampa, Florida",12-RC-009388,"FI-Windsor Woods, LLC d/b/a Windsor Woods Rehabilitation & Healthcare Center",Closed,11/18/2009,01/06/2010,"Certific. of Representative",Hudson,FL,A,"Single Labor Organization",Initial,12/15/2009,12,,"UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 1625",11,,,,,,11,N,,N,"UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 1625","Included:  All full-time and regular part-time licensed practical nurses employed by the Employer at its facility located in Hudson, Florida, who were employed during the payroll period ending November 7, 2009. 


Excluded:  All other employees, L",,,
"Region 19, Seattle, Washington",19-RC-015258,"Fremont Telecom Co. d/b/a Fairpoint Communications",Closed,11/13/2009,12/23/2009,"Certific. of Representative","Saint Anthony",ID,A,"Single Labor Organization",Initial,12/15/2009,7,,"IBEW LOCAL 57",7,,,,,,7,N,,N,"IBEW LOCAL 57","Included:  All full-time and regular part-time central office technicians and combination technicians employed by the Employer and working at or out of its St. Anthone, Idaho location.

Excluding:  All other employees, clerical employees, and guard",,,
"Region 29, Brooklyn, New York",29-RC-011829,"Allied Aviation",Closed,11/18/2009,12/29/2009,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,12/15/2009,21,,"INT'L ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS",13,,,,,4,17,N,,N,"INT'L ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS","Included:  All full-time and regular part-time fuelers, employed by the Employer at its facility located at Building 42, LaGuardia Airport, Flushing, New York.

Excluded:  All office clerical employees, managerial employees, guards and supervisors",,,
"Region 19, Seattle, Washington",19-RD-003849,"Blackfoot Telephone Cooperative",Closed,10/29/2009,12/23/2009,"Certific. of Representative",Missoula,MT,A,"Single Labor Organization",Initial,12/15/2009,74,,"IBEW LOCAL 768",36,,,,,29,65,N,,N,"IBEW LOCAL 768","Included:  All full-time and regular part-time employees employed by the Employer at or out of its Missoula, Montana facility.

Excluded:  Management employees, sales account managers, employees having access to strategic or confidential labor rela",,,
"Region 13, Chicago, Illinois",13-RC-021877,"RichLee Van, Inc. (Arlington Heights)",Closed,10/13/2009,12/29/2009,"Certific. of Representative","Arlington Heights",IL,A,"Single Labor Organization",Rerun,12/14/2009,78,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 777",37,,,,,26,63,N,12,N,,"All full-time and regular part-time bus drivers and attendants employed by the Employer at its facility currently located at 1910 South Busse Road, Arlington Heights, Illinois; excluding all other employees, dispatchers, mechanics/technicians, and gu",,,
"Region 18, Minneapolis, Minnesota",30-RC-006767,"Woodman's Food Market, Inc.",Closed,11/03/2009,12/21/2009,"Certification of Results",Janesville,WI,A,"Single Labor Organization",Initial,12/12/2009,233,3,"UFCW, LOCAL 1473",65,,,,,128,188,N,2,N,,"All full-time and regular part-time employees employed by the Employer at its Janesville, Wisconsin Store, including all employees who are actively engaged in handling or selling of merchandise; but excluding all meat department employees, Store Mana",,,
"Region 01, Boston, Massachusetts",01-RC-022358,"Iron Mountain, Inc.",Closed,08/20/2009,12/21/2009,"Certification of Results",Boston,MA,A,"Single Labor Organization",Initial,12/11/2009,84,,"MASSACHUSETTS LABORERS' DISTRICT COUNCIL, LABORERS' INTERNATIONAL UNION OF NORTH AMERICA",15,,,,,66,81,N,1,N,,"All full-time and regular part-time couriers, couriers CDL A, couriers CDL B, mobile shred operators, transportation coordinators, transportation routers, record center specialists, record center coordinators, data entry specialists, and data entry c",,,
"Region 02, New York, New York",02-RC-023426,"The McQuade Foundation",Closed,10/30/2009,12/21/2009,"Certific. of Representative","New Windsor",NY,A,"Single Labor Organization",Initial,12/11/2009,3,,"COMMUNICATION WORKERS OF AMERICA, LOCAL 1120",3,,,,,,,N,,N,"COMMUNICATION WORKERS OF AMERICA, LOCAL 1120","UNIT A - PROFESSIONAL EMPLOYEES

INCLUDED:	All full-time and regular part-time social workers and guidance counselors employed by the Employer at the Kaplan School at the Employer's facility located at 623 Blooming Grove Turnpike, Route 94, New Win","UNIT B - NON-PROFESSIONAL EMPLOYEES

INCLUDED:	All full-time and regular part-time administrative assistants employed by the Employer at the Kaplan School at the Employer's facility located at 623 Blooming Grove Turnpike, Route 94, New Windsor, NY,","UNIT B - NON-PROFESSIONAL EMPLOYEES

INCLUDED:	All full-time and regular part-time administrative assistants employed by the Employer at the Kaplan School at the Employer's facility located at 623 Blooming Grove Turnpike, Route 94, New Windsor, NY,","UNIT B - NON-PROFESSIONAL EMPLOYEES

INCLUDED:	All full-time and regular part-time administrative assistants employed by the Employer at the Kaplan School at the Employer's facility located at 623 Blooming Grove Turnpike, Route 94, New Windsor, NY,"
